@RELATION digits
@Attribute 0 numeric
@Attribute 1 numeric
@Attribute 2 numeric
@Attribute 3 numeric
@Attribute 4 numeric
@Attribute 5 numeric
@Attribute 6 numeric
@Attribute 7 numeric
@Attribute 8 numeric
@Attribute 9 numeric
@Attribute 10 numeric
@Attribute 11 numeric
@Attribute 12 numeric
@Attribute 13 numeric
@Attribute 14 numeric
@Attribute 15 numeric
@Attribute 16 numeric
@Attribute 17 numeric
@Attribute class {label0,label1,label2,label3,label4,label5,label6,label7,label8,label9}
@DATA
0.0,0.0,0.0,0.0,0.0,0.0,0.0036850255,0.0048195003,0.021194927,0.021944957,0.011164899,0.005930436,0.0,0.0,0.0,0.0,0.0,0.0,label9
0.0,0.0,0.0,0.0,0.0,0.0,0.0068775364,0.010081823,0.020510137,0.020315858,0.014682443,0.009537794,0.0,0.0,0.0,0.0,0.0,0.0,label0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016412793,0.019488746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,label1
0.0,0.0,0.0,0.0,0.0,0.0,0.0034726586,0.0054704957,0.018780947,0.020395618,0.0059189554,0.004863081,0.0,0.0,0.0,0.0,0.0,0.0,label2
0.0,0.0,0.0,0.0,0.0,0.0,0.001309403,0.0031724868,0.019281391,0.021699939,0.0019891162,0.0016161519,0.0,0.0,0.0,0.0,0.0,0.0,label3
0.0,0.0,0.0,0.0,0.0,0.0,0.006545474,0.010680177,0.021861661,0.025469646,0.0056884377,0.0049427515,0.0,0.0,0.0,0.0,0.0,0.0,label4
0.0,0.0,0.0,0.0,0.0,0.0,0.0012051195,0.0031724868,0.017927902,0.019592887,0.0040901,0.0023620683,0.0,0.0,0.0,0.0,0.0,0.0,label5
0.0,0.0,0.0,0.0,0.0,0.0,0.0046127574,0.008104257,0.021857705,0.022483006,0.0075429725,0.006503782,0.0,0.0,0.0,0.0,0.0,0.0,label6
0.0,0.0,0.0,0.0,0.0,0.0,0.002111349,0.002298009,0.013289369,0.014033466,0.0044391295,9.217304E-4,0.0,0.0,0.0,0.0,0.0,0.0,label7
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023821056,0.025682524,0.008878931,0.006356863,0.0,0.0,0.0,0.0,0.0,0.0,label8
0.0,0.0,0.0,0.0,0.0,0.0,0.0036850255,0.0048195003,0.021194927,0.021944957,0.011164899,0.005930436,0.0,0.0,0.0,0.0,0.0,0.0,label9
0.0043809786,0.0,0.01835775,0.017521497,0.013503107,0.017713541,0.0150265675,0.01401209,0.012404132,0.014925628,0.01622689,0.023463568,0.0,0.0,0.0,0.0,0.0,0.0,label0
0.0,0.0,0.013234866,0.022328416,0.0,0.0,0.0,0.0,0.012082076,0.014124374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,label1
0.012098416,0.012336563,0.019171122,0.0135354195,0.012042346,0.013505671,0.0026567676,0.0010558573,0.0120252725,0.011916183,0.0060560424,0.007676672,0.0,0.0,0.0,0.0,0.0,0.0,label2
0.012098416,0.012336563,0.019400345,0.012832166,0.0050853374,0.005738913,0.001309403,5.573491E-4,0.015116302,0.015210852,0.0054406105,0.006981121,0.0,0.0,0.0,0.0,0.0,0.0,label3
0.0,0.0,0.014306859,0.02706778,0.0,0.0,0.01125963,0.0134860845,0.015964583,0.016062714,0.0045673675,0.0025603876,0.0,0.0,0.0,0.0,0.0,0.0,label4
0.0,0.0,0.018597512,0.028082319,0.007902194,0.0067151804,0.001309403,0.0028419339,0.015343923,0.016976794,0.008364144,0.003794408,0.0,0.0,0.0,0.0,0.0,0.0,label5
0.0,0.0,0.012719045,0.019003563,0.0055739447,0.0035538217,0.008787191,0.0119408285,0.018932944,0.017084967,0.014379322,0.007385656,0.0,0.0,0.0,0.0,0.0,0.0,label6
0.017569376,0.015716184,0.012561685,0.009633901,0.018948417,0.02165143,0.0,0.0,0.008816558,0.008386777,0.0010565857,0.0014970035,0.0,0.0,0.0,0.0,0.0,0.0,label7
0.0,0.0,0.018928723,0.02550546,0.015242942,0.015882313,0.0014827814,0.002566228,0.019196723,0.019034822,0.0076757343,0.0056801587,0.0,0.0,0.0,0.0,0.0,0.0,label8
0.010754982,0.00337962,0.016587276,0.01451679,0.016586725,0.020615363,0.005610469,0.004486574,0.01543089,0.01715649,0.011878805,0.01655939,0.0,0.0,0.0,0.0,0.0,0.0,label9
0.0,0.0,0.013104724,0.022892429,0.0072838427,0.009168831,0.00947697,0.011617888,0.0148765845,0.013941897,0.01604932,0.006054942,0.0,0.0,0.0,0.0,0.0,0.0,label0
0.0,0.0,0.011142425,0.01767397,0.0,0.0,0.0,0.0,0.012195842,0.014905055,0.0016624146,0.0017493063,0.0,0.0,0.0,0.0,0.0,0.0,label1
0.0,0.0,0.016394354,0.026241358,0.0075606946,0.009168831,0.0013473645,0.0028419339,0.016284244,0.018317454,0.009241298,0.005425051,0.0,0.0,0.0,0.0,0.0,0.0,label2
0.0,0.0,0.017351128,0.027121795,0.005176847,0.005982261,0.0025608242,0.0058433507,0.014578878,0.017846998,0.010963408,0.0066292644,0.0,0.0,0.0,0.0,0.0,0.0,label3
0.0,0.0,0.006390965,0.0141074,0.0,0.0,0.0051749335,0.0073725544,0.021049893,0.020450687,0.005589015,0.0034908168,0.0,0.0,0.0,0.0,0.0,0.0,label4
0.0,0.0,0.015187007,0.024189524,0.005176847,0.005278466,0.0022950873,0.0058433507,0.01337451,0.015018943,0.008786108,0.00565245,0.0,0.0,0.0,0.0,0.0,0.0,label5
0.0,0.0,0.011073135,0.017033502,0.0027424921,0.0021113863,0.0073044095,0.009374601,0.017280445,0.015089589,0.010875998,0.005432528,0.0,0.0,0.0,0.0,0.0,0.0,label6
0.014696246,0.015716184,0.014848586,0.0124860415,0.016981248,0.02043363,0.0021350994,0.002257092,0.009281999,0.0104276,0.001009535,0.0014970035,0.0,0.0,0.0,0.0,0.0,0.0,label7
0.0,0.0,0.016120091,0.023198156,0.014791337,0.016957497,0.003102112,0.0050210957,0.018917067,0.017188076,0.008889802,0.005030222,0.0,0.0,0.0,0.0,0.0,0.0,label8
0.0,0.0,0.013580905,0.021529727,0.0075606946,0.009168831,0.0044845548,0.004500379,0.014602948,0.014159286,0.015020116,0.0046751187,0.0,0.0,0.0,0.0,0.0,0.0,label9
0.023781441,0.015716184,0.026457272,0.019174172,0.02219869,0.021185527,0.03654176,0.025794793,0.006233446,0.0066578975,0.033701908,0.03801795,0.007081028,0.008098414,0.02583961,0.030359095,0.014085261,0.019552877,label0
0.0,0.0,0.020778753,0.033127096,0.0,0.0,0.0,0.0,0.012804316,0.015774721,0.0,0.0,0.0,0.0,0.009005643,0.008932154,0.0,0.0,label1
0.030167758,0.019095803,0.024252046,0.017899651,0.024738684,0.023326037,0.0011092484,2.4925408E-4,0.013026217,0.011713629,0.012657835,0.015491011,0.054067258,0.05663018,0.032408632,0.0381883,0.04028968,0.053979196,label2
0.031096185,0.019095803,0.026509013,0.019174172,0.021683024,0.021185527,0.0049769483,8.510067E-4,0.010184692,0.009848081,0.023406912,0.026296204,0.007386025,0.008098414,0.024082005,0.027661197,0.014155084,0.019552877,label3
0.0,0.0,0.017873501,0.031824153,0.0,0.0,0.024527472,0.040673822,0.027413512,0.030344203,0.009195886,0.009973738,0.0,0.0,0.008676277,0.010168468,0.0,0.0,label4
0.004995084,0.0,0.030908316,0.0274805,0.02471897,0.027183346,0.019704087,0.014124498,0.01578554,0.018744506,0.022715999,0.028862389,0.0069524017,0.008048882,0.024005968,0.030368747,0.013616368,0.020708403,label5
0.017246583,0.00675924,0.024731807,0.020179886,0.024738684,0.026442051,0.043196816,0.029754376,0.016917866,0.019106124,0.021109847,0.025498208,0.007081028,0.008048882,0.025673736,0.031370685,0.014085261,0.020708403,label6
0.03888431,0.08028053,0.025307108,0.01742455,0.033628095,0.02794649,0.0,0.0,0.012594941,0.011393397,0.0,0.0,0.0,0.0,0.012446799,0.014719833,0.0,0.0,label7
0.022185506,0.015716184,0.025046742,0.019174172,0.023303466,0.023326037,0.020444235,0.011562497,0.018584035,0.020621859,0.023531582,0.027640926,0.0069524017,0.008098414,0.023747455,0.028647037,0.017970953,0.025637876,label8
0.031096185,0.019095803,0.025966275,0.019049658,0.024169818,0.023326037,0.028757535,0.021411512,0.013921407,0.013078722,0.03354952,0.03801795,0.007386025,0.008098414,0.026327347,0.030303868,0.009508254,0.013188254,label9
0.0058776992,0.0,0.015654217,0.010365778,0.0057385806,0.005982261,0.054390308,0.035771783,0.026719986,0.027562952,0.038555294,0.04490524,0.007235134,0.008048882,0.030114617,0.0358113,0.023854766,0.03348718,label0
0.0,0.0,0.008075064,0.016123908,0.0,0.0,0.013370446,0.015789028,0.02969511,0.032227945,0.0,0.0,0.0,0.0,0.018154515,0.016649604,0.0,0.0,label1
0.012264019,0.00337962,0.016768534,0.011493288,0.01138277,0.011632115,0.023858491,0.01867775,0.02887396,0.028272986,0.02541131,0.03080272,0.07770921,0.07967888,0.033481468,0.0398589,0.054706015,0.07432765,label2
0.013243635,0.00337962,0.017533915,0.011493288,0.008996366,0.009168831,0.023269651,0.014764237,0.023921493,0.021990363,0.032484923,0.03657932,0.02270914,0.023301858,0.031504646,0.0358113,0.024707096,0.03348718,label3
0.0,0.0,0.006552962,0.012609276,0.011944455,0.01200592,0.033352923,0.05205088,0.036889154,0.037955817,0.030790634,0.023595555,0.0,0.0,0.009426903,0.010168468,0.029319353,0.0043037306,label4
0.012264019,0.00337962,0.016768534,0.011493288,0.021937003,0.021209393,0.03597237,0.023928687,0.02948935,0.030190468,0.031116797,0.035940893,0.021469614,0.023301858,0.030114617,0.0358113,0.023854766,0.03348718,label5
0.0058776992,0.0,0.015654217,0.010365778,0.01138277,0.011632115,0.050081678,0.032262996,0.032028645,0.032733448,0.0328795,0.03781799,0.007235134,0.008048882,0.028952684,0.034431122,0.023854766,0.03348718,label6
0.03421266,0.025855044,0.014620639,0.011493288,0.023411144,0.024763215,0.013087419,0.011380853,0.025823109,0.025125878,0.012291882,0.0156247895,0.0,0.0,0.02052894,0.024221519,0.0,0.0,label7
0.0058776992,0.0,0.015654217,0.010365778,0.0057385806,0.005982261,0.045849957,0.029054498,0.032982145,0.033348046,0.03391269,0.03998429,0.021469614,0.023301858,0.030114617,0.0358113,0.023854766,0.03348718,label8
0.012264019,0.00337962,0.016768534,0.011493288,0.0057385806,0.005982261,0.044761382,0.03371739,0.030247528,0.029923415,0.037684154,0.04402617,0.021469614,0.023301858,0.030388921,0.036307506,0.014572915,0.020708403,label9
0.011368884,0.00337962,0.024603583,0.018854467,0.016364925,0.017713541,0.032716915,0.022758434,0.012975597,0.014550049,0.027588831,0.034671783,0.007081028,0.008048882,0.023617845,0.028886704,0.014085261,0.020708403,label0
0.0,0.0,0.018451855,0.029151533,0.0,0.0,0.0,0.0,0.01827649,0.020265656,0.0,0.0,0.0,0.0,0.012425185,0.011090944,0.0,0.0,label1
0.017246583,0.00675924,0.024933843,0.019418616,0.021695739,0.023103656,0.0056493357,0.004500379,0.013163564,0.013274517,0.012657835,0.01655939,0.040445067,0.043096136,0.024847182,0.030417038,0.02634245,0.03708208,label2
0.018879952,0.00675924,0.026985308,0.019686714,0.014343137,0.015250257,0.005291251,8.510067E-4,0.01358986,0.012831335,0.020069802,0.02427445,0.0075072255,0.008048882,0.026924627,0.031344682,0.014606704,0.020708403,label3
0.0,0.0,0.015419431,0.028568279,0.0,0.0,0.017785018,0.031289242,0.027196221,0.030949602,0.0077040805,0.007964765,0.0,0.0,0.008676277,0.010168468,0.0,0.0,label4
0.0,0.0,0.023246242,0.02702227,0.017052041,0.013990924,0.016522622,0.025842592,0.018164912,0.01400222,0.018822148,0.015861113,0.014316162,0.015203443,0.025660064,0.016298631,0.014085261,0.001125117,label5
0.011368884,0.00337962,0.024804663,0.019235218,0.021695739,0.023103656,0.032716915,0.022758434,0.0194651,0.021394875,0.016761567,0.020461125,0.007081028,0.008048882,0.024498131,0.029862637,0.014085261,0.020708403,label6
0.025507724,0.039988756,0.018070305,0.011427776,0.02264265,0.020867037,0.0,0.0,0.01306472,0.012136144,0.0,0.0,0.0,0.0,0.01055451,0.012555169,0.0,0.0,label7
0.011368884,0.00337962,0.025667978,0.019918304,0.016364925,0.017713541,0.018205203,0.009704874,0.022773985,0.025286824,0.019372761,0.02427445,0.007081028,0.008048882,0.025660064,0.031344682,0.0230548,0.03348718,label8
0.023632903,0.011538744,0.024974894,0.019544765,0.016364925,0.017713541,0.020608593,0.016518436,0.015722781,0.01645851,0.027588831,0.034671783,0.007081028,0.008048882,0.02477978,0.030368747,0.014085261,0.020708403,label9
0.017246583,0.00675924,0.028271584,0.021368036,0.016364925,0.017713541,0.043196816,0.029754376,0.014519895,0.016127944,0.034463573,0.042473935,0.007081028,0.008048882,0.027881829,0.034138106,0.014085261,0.020708403,label0
0.0,0.0,0.01674677,0.029225117,0.0,0.0,0.010972015,0.01086334,0.025295177,0.027685218,0.0,0.0,0.0,0.0,0.014448662,0.013608209,0.0,0.0,label1
0.018879952,0.00675924,0.029168582,0.021243524,0.02479467,0.025215043,0.010569517,0.008503961,0.017923484,0.016972885,0.017254725,0.021466298,0.042955164,0.043096136,0.033990093,0.0398589,0.050379522,0.068242654,label2
0.018879952,0.00675924,0.028854009,0.020496449,0.016883131,0.017713541,0.014607147,0.006964592,0.015975218,0.015427413,0.028516106,0.033974867,0.022241008,0.023301858,0.02925552,0.034138106,0.023935612,0.03348718,label3
0.0,0.0,0.013924808,0.023873936,0.012628912,0.010556932,0.023265181,0.036759738,0.032024782,0.03363164,0.02010913,0.016557308,0.0,0.0,0.009426903,0.010168468,0.014903804,0.0016876754,label4
