@RELATION digits
@Attribute 0 numeric
@Attribute 1 numeric
@Attribute 2 numeric
@Attribute 3 numeric
@Attribute 4 numeric
@Attribute 5 numeric
@Attribute 6 numeric
@Attribute 7 numeric
@Attribute 8 numeric
@Attribute 9 numeric
@Attribute 10 numeric
@Attribute 11 numeric
@Attribute 12 numeric
@Attribute 13 numeric
@Attribute 14 numeric
@Attribute 15 numeric
@Attribute 16 numeric
@Attribute 17 numeric
@Attribute class {label0,label1,label2,label3,label4,label5,label6,label7,label8,label9}
@DATA
0.031058174,0.05117482,0.032201596,0.02506161,0.030339373,0.027433299,0.01603125,0.012860955,0.016732289,0.017164284,0.018455071,0.020567501,0.019564433,0.022130728,0.025028232,0.029139228,0.0263787,0.034860395,label0
0.0,0.0,0.028412893,0.038919836,0.0,0.0,0.0,0.0,0.019625613,0.023741039,0.0,0.0,0.0,0.0,0.015742835,0.012846961,0.0,0.0,label1
0.02606309,0.02640348,0.03395293,0.027203329,0.04166678,0.039896563,0.0,0.0,0.01291001,0.011171601,0.0033859732,0.004320976,0.0065207006,0.006323799,0.026465736,0.030427404,0.022101132,0.029080357,label2
0.02606309,0.02640348,0.03395293,0.027203329,0.03147959,0.031058468,0.0038141282,0.0011591017,0.012551229,0.011749311,0.012036975,0.0141205685,0.014338427,0.015308655,0.0263156,0.030254489,0.027441286,0.03708208,label3
0.0,0.0,0.018825116,0.024542576,0.0,0.0,0.0076422994,0.013755281,0.028503919,0.029869875,0.013610484,0.00940596,0.0,0.0,0.009201115,0.010168468,0.014415548,0.0016876754,label4
0.0,0.0,0.031443387,0.02813926,0.012513031,0.0064123245,0.0077603734,0.013570938,0.016807588,0.014987987,0.015997192,0.01117531,0.013738702,0.016147297,0.025846476,0.015462117,0.027334306,0.0043037306,label5
0.023597637,0.02640348,0.032201596,0.027203329,0.030339373,0.031058468,0.01603125,0.011791253,0.02015753,0.021380134,0.012145144,0.014431218,0.013473102,0.015308655,0.025028232,0.030254489,0.0263787,0.03708208,label6
0.03533406,0.0738157,0.030352814,0.022347182,0.03676926,0.03061024,0.0,0.0,0.012436239,0.010074654,0.0010873026,0.0013447197,0.0,0.0,0.012537508,0.013892191,0.0,0.0,label7
0.023597637,0.02640348,0.032201596,0.027203329,0.030339373,0.031058468,0.008572752,0.0052321055,0.022912586,0.024330005,0.014611698,0.017936463,0.013473102,0.015308655,0.025028232,0.030254489,0.0263787,0.03708208,label8
0.031058174,0.05117482,0.034634624,0.026034372,0.030339373,0.027433299,0.010170152,0.008800287,0.021002656,0.020748561,0.018455071,0.020567501,0.013473102,0.015619978,0.026027527,0.030401722,0.0263787,0.034860395,label9
0.0,0.0,0.017052159,0.027018566,0.0027848263,0.0031670795,0.015726939,0.021837883,0.031296596,0.03250429,0.016846051,0.008228515,0.0,0.0,0.0055411137,0.0034854757,0.0,0.0,label0
0.0,0.0,0.0077671357,0.015010234,0.0,0.0,0.0,0.0,0.027568992,0.03122584,0.0,0.0,0.0,0.0,0.004474519,0.0036248947,0.0,0.0,label1
0.0,0.0,0.020218408,0.028721444,0.0028617862,0.0031670795,0.0012217427,0.0031724868,0.026601985,0.03278473,0.012818031,0.008095566,0.0075072255,0.008048882,0.011864175,0.0062738564,0.0049771173,0.0,label2
0.0,0.0,0.017880078,0.026846211,0.0028617862,0.0031670795,0.0,0.0,0.026091468,0.031605974,0.015145287,0.008186732,0.0,0.0,0.00838109,0.0039037329,0.0,0.0,label3
0.0,0.0,0.0069565163,0.013835583,0.005809876,0.005982261,0.0061060674,0.011105674,0.0335575,0.036098484,0.012901268,0.008015913,0.0,0.0,0.0043737446,0.004182571,0.0,0.0,label4
0.0,0.0,0.012328677,0.020543685,0.011300192,0.01200592,0.0,0.0,0.029050928,0.031244503,0.01083664,0.006884304,0.0,0.0,0.008621003,0.0029277997,0.0,0.0,label5
0.0,0.0,0.0072533386,0.015010234,0.0028617862,0.0028151816,0.0111449,0.017767755,0.03427012,0.03585645,0.0119873015,0.009398607,0.0,0.0,0.0055411137,0.0034854757,0.0,0.0,label6
0.0,0.0,0.0136266975,0.023795664,0.012694064,0.014907743,0.0,0.0,0.021707788,0.024114989,0.0032571093,2.4863877E-4,0.0,0.0,0.0058890893,0.0013941902,0.0,0.0,label7
0.0,0.0,0.017052159,0.027018566,0.0027848263,0.0031670795,0.016855452,0.02520293,0.035355035,0.036578424,0.015652617,0.008559691,0.0,0.0,0.006755163,0.0037643139,0.0,0.0,label8
0.0,0.0,0.01591454,0.027018566,0.005070727,0.006353649,0.0155991595,0.01781247,0.030642115,0.031504635,0.011034658,0.003348625,0.0,0.0,0.0058890893,0.0013941902,0.0,0.0,label9
0.0,0.0,0.0,0.0,0.0,0.0,0.005540587,0.007385728,0.022750081,0.019610645,0.016100042,0.008080077,0.0,0.0,0.0,0.0,0.0,0.0,label0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015624983,0.01588438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,label1
0.0,0.0,0.0,0.0,0.0,0.0,0.0013398583,0.0028419339,0.023063377,0.022825966,0.0037596084,0.0027438614,0.0,0.0,0.0,0.0,0.0,0.0,label2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022341108,0.022234881,0.007930146,0.006118513,0.0,0.0,0.016087405,0.006139273,0.0,0.0,label3
0.0,0.0,0.0,0.0,0.0,0.0,0.0016193307,0.0028419339,0.023499284,0.025043841,0.0029395928,0.002654365,0.0,0.0,0.0068026064,0.005885726,0.0,0.0,label4
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02074888,0.019204443,0.011486351,0.007237388,0.0074131303,0.008048882,0.01703324,0.007254625,0.0,0.0,label5
0.0,0.0,0.009696462,0.017508212,0.010667163,0.010603848,0.0,0.0,0.020511907,0.017795956,0.00920918,0.00565245,0.0,0.0,0.0,0.0,0.0,0.0,label6
0.0,0.0,0.0,0.0,0.0,0.0,0.0043569566,0.004500379,0.016376905,0.01692562,0.0055089872,6.730917E-4,0.0,0.0,0.004851606,0.0010336825,0.0,0.0,label7
0.0,0.0,0.013022263,0.023125397,0.0072838427,0.009168831,0.0014827814,0.002566228,0.021914171,0.021459544,0.0071518663,0.0041404427,0.0,0.0,0.0,0.0,0.0,0.0,label8
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025055844,0.023358725,0.014610541,0.007928382,0.0,0.0,0.014948036,0.0054283724,0.0,0.0,label9
0.030167758,0.019095803,0.025395496,0.017317908,0.023986628,0.02207891,0.04656566,0.03363984,0.013314773,0.013527431,0.039652962,0.043999344,0.0,0.0,0.026789509,0.031477515,0.014085261,0.019552877,label0
0.005958775,0.004779504,0.020183329,0.013383539,0.0,0.0,0.0,0.0,0.015342478,0.013102349,0.0,0.0,0.0,0.0,0.022815863,0.026227701,0.0,0.0,label1
0.030167758,0.019095803,0.025273625,0.016924165,0.021695739,0.02031942,0.014328977,0.010868208,0.026886856,0.026142614,0.018186875,0.02109158,0.034032926,0.036835894,0.032408632,0.0381883,0.0444957,0.05945267,label2
0.032938603,0.019095803,0.026844809,0.01735311,0.022410823,0.02031942,0.010670484,0.004163956,0.023434302,0.022100983,0.02457055,0.026397731,0.0075072255,0.008098414,0.029431565,0.033017594,0.019288782,0.025637876,label3
0.0,0.0,0.019550925,0.02423846,0.0,0.0,0.020702638,0.033653874,0.03457425,0.03483471,0.00963897,0.010333641,0.0,0.0,0.015335387,0.014893589,0.027827851,0.0053323274,label4
0.025035458,0.02640348,0.028957877,0.01984397,0.026676476,0.025652314,0.017193045,0.009804651,0.019512745,0.019854538,0.022162529,0.023987839,0.014316162,0.016147297,0.029215328,0.03439777,0.01858225,0.025637876,label5
0.017246583,0.00675924,0.027734479,0.021152934,0.024738684,0.026442051,0.042595405,0.030661827,0.026258873,0.028337985,0.019772483,0.024267945,0.0,0.0,0.026789509,0.032752294,0.014085261,0.020708403,label6
0.024997175,0.02640348,0.027258823,0.019567288,0.03510972,0.034281567,0.009031702,0.008503961,0.015910324,0.013279887,0.008401535,0.010782654,0.0,0.0,0.01676702,0.019338291,0.0,0.0,label7
0.028144281,0.019095803,0.036823217,0.028011398,0.020412626,0.02031942,0.027191754,0.015974194,0.02161664,0.023911323,0.023781296,0.027368866,0.0069524017,0.008098414,0.023658141,0.02844987,0.022287615,0.031617954,label8
0.030167758,0.019095803,0.024383346,0.016194154,0.016364925,0.015617057,0.026744723,0.02356927,0.021354808,0.019602753,0.02937486,0.03352339,0.016240323,0.013687471,0.028490292,0.031634253,0.0048034103,0.006774101,label9
0.0,0.0,0.007730237,0.014460201,0.005402594,0.006353649,0.02718033,0.038542025,0.008161922,0.010153476,0.022545539,0.010284486,0.0,0.0,0.0,0.0,0.0,0.0,label0
0.0,0.0,0.009601295,0.014997151,0.0,0.0,0.0,0.0,0.013855807,0.017800337,8.765219E-4,0.0011188744,0.0,0.0,0.0,0.0,0.0,0.0,label1
0.0,0.0,0.009906658,0.014836529,0.011049365,0.012413166,0.003871004,0.00917532,0.017320527,0.020524267,0.012720903,0.008239605,0.0,0.0,0.0,0.0,0.0,0.0,label2
0.0,0.0,0.009904656,0.016335862,0.00803031,0.009168831,0.0053437813,0.011711933,0.016095767,0.018295405,0.016201094,0.009537794,0.0,0.0,0.0,0.0,0.0,0.0,label3
0.0,0.0,0.004605625,0.010082212,0.0,0.0,0.012171547,0.017003365,0.026375609,0.030201243,0.0073222164,0.006458005,0.0,0.0,0.0,0.0,0.0,0.0,label4
0.0,0.0,0.01549504,0.024791764,0.010667163,0.01200592,0.0041987416,0.008539446,0.014530577,0.014572486,0.014888727,0.009861714,0.0,0.0,0.0,0.0,0.0,0.0,label5
0.0,0.0,0.005917696,0.010094253,0.010963874,0.01200592,0.01891945,0.026681881,0.01797908,0.016809575,0.018536355,0.01266237,0.0,0.0,0.0,0.0,0.0,0.0,label6
0.011193773,0.00337962,0.014561377,0.011493288,0.01682225,0.019098008,0.0023119946,0.002243287,0.010638832,0.01047906,0.0032829854,0.0045763343,0.0,0.0,0.0,0.0,0.0,0.0,label7
0.0,0.0,0.0084989555,0.013688579,0.00826438,0.009168831,0.014234558,0.023568189,0.01990437,0.019568386,0.016489765,0.011758496,0.0,0.0,0.0,0.0,0.0,0.0,label8
0.004995084,0.0,0.008469725,0.0060000815,0.005070727,0.005982261,0.019174373,0.015002282,0.014887735,0.016583484,0.020097101,0.026674215,0.0,0.0,0.0,0.0,0.0,0.0,label9
0.0,0.0,0.019976255,0.03209076,0.0077702203,0.009168831,0.022452762,0.030980572,0.021892397,0.02307606,0.018409831,0.00736712,0.0,0.0,0.0,0.0,0.0,0.0,label0
0.0,0.0,0.016889732,0.026680818,0.0,0.0,0.0,0.0,0.020610487,0.024245037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,label1
0.025911992,0.019095803,0.023885611,0.018980645,0.0024529593,0.0031865695,0.011015842,0.006806748,0.02006989,0.02080684,0.009461747,0.011304693,0.0,0.0,0.0,0.0,0.0,0.0,label2
0.07423899,0.062066916,0.024278007,0.012559785,0.022821212,0.020360257,0.0020085326,0.0015764213,0.023320984,0.019978376,0.014168447,0.0153974015,0.0,0.0,0.0,0.0,0.0,0.0,label3
0.0,0.0,0.03744117,0.050735123,0.004870643,0.005982261,0.019833067,0.021940129,0.023753043,0.023859771,0.018197367,0.012424688,0.0,0.0,0.0,0.0,0.0,0.0,label4
0.036367793,0.025855044,0.026773224,0.021180512,0.02823167,0.02791791,0.0224911,0.019056287,0.01848125,0.017849578,0.022730576,0.02682879,0.0,0.0,0.008906409,0.010749369,0.0,0.0,label5
0.051760543,0.085090816,0.015616056,0.01378734,0.0,0.0,0.025409795,0.023393817,0.021535667,0.019627657,0.023302158,0.026869835,0.0,0.0,0.0,0.0,0.0,0.0,label6
0.0991093,0.086272694,0.025360415,0.012230239,0.024779502,0.020447385,0.0,0.0,0.015719287,0.009956791,0.0039480133,0.004068498,0.0,0.0,0.0,0.0,0.0,0.0,label7
0.02642026,0.019095803,0.027569933,0.021250796,0.020182887,0.021516426,0.01576443,0.014825675,0.026904972,0.028578097,0.021545988,0.026275814,0.0,0.0,0.0,0.0,0.0,0.0,label8
0.010754982,0.00337962,0.029292604,0.023881245,0.038585607,0.046132073,0.006447836,0.005982098,0.023156965,0.024188712,0.011048642,0.015819576,0.0,0.0,0.0070540267,0.008514352,0.004545476,0.0071602007,label9
0.0,0.0,0.0,0.0,0.0,0.0,0.0068775364,0.010081823,0.020510137,0.020315858,0.014682443,0.009537794,0.0,0.0,0.0,0.0,0.0,0.0,label0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016412793,0.019488746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,label1
0.0,0.0,0.0,0.0,0.0,0.0,0.0034726586,0.0054704957,0.018780947,0.020395618,0.0059189554,0.004863081,0.0,0.0,0.0,0.0,0.0,0.0,label2
0.0,0.0,0.0,0.0,0.0,0.0,0.001309403,0.0031724868,0.019281391,0.021699939,0.0019891162,0.0016161519,0.0,0.0,0.0,0.0,0.0,0.0,label3
0.0,0.0,0.0,0.0,0.0,0.0,0.006545474,0.010680177,0.021861661,0.025469646,0.0056884377,0.0049427515,0.0,0.0,0.0,0.0,0.0,0.0,label4
0.0,0.0,0.0,0.0,0.0,0.0,0.0012051195,0.0031724868,0.017927902,0.019592887,0.0040901,0.0023620683,0.0,0.0,0.0,0.0,0.0,0.0,label5
0.0,0.0,0.0,0.0,0.0,0.0,0.0046127574,0.008104257,0.021857705,0.022483006,0.0075429725,0.006503782,0.0,0.0,0.0,0.0,0.0,0.0,label6
0.0,0.0,0.0,0.0,0.0,0.0,0.002111349,0.002298009,0.013289369,0.014033466,0.0044391295,9.217304E-4,0.0,0.0,0.0,0.0,0.0,0.0,label7
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023821056,0.025682524,0.008878931,0.006356863,0.0,0.0,0.0,0.0,0.0,0.0,label8
